Date,Title,Author,Rank,Publisher
2021-05-22,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,11,Avid Reader/Simon & Schuster
2021-05-22,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery
2021-05-22,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,13,Vintage
2021-05-22,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown"
2021-05-22,THE HUNDRED YEARS' WAR ON PALESTINE,Rashid Khalidi,15,Picador
2021-05-29,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-05-29,BORN A CRIME,Trevor Noah,2,One World
2021-05-29,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-05-29,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage
2021-05-29,BECOMING,Michelle Obama,5,Crown
2021-05-29,WHITE FRAGILITY,Robin DiAngelo,6,Beacon
2021-05-29,SAPIENS,Yuval Noah Harari,7,Harper Perennial
2021-05-29,ON TYRANNY,Timothy Snyder,8,Tim Duggan
2021-05-29,GRIT,Angela Duckworth,9,Scribner
2021-05-29,JUST MERCY,Bryan Stevenson,10,One World
2021-05-29,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,11,Seal
2021-05-29,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2021-05-29,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery
2021-05-29,THE COLOR OF LAW,Richard Rothstein,14,Liveright
2021-05-29,MINOR FEELINGS,Cathy Park Hong,15,One World
2021-06-05,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-06-05,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-06-05,BORN A CRIME,Trevor Noah,3,One World
2021-06-05,KILLERS OF THE FLOWER MOON,David Grann,4,Vintage
2021-06-05,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-06-05,JUST MERCY,Bryan Stevenson,6,One World
2021-06-05,WHITE FRAGILITY,Robin DiAngelo,7,Beacon
2021-06-05,THE BURNING,Tim Madigan,8,St. Martin's Griffin
2021-06-05,BECOMING,Michelle Obama,9,Crown
2021-06-05,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2021-06-05,GRIT,Angela Duckworth,11,Scribner
2021-06-05,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery
2021-06-05,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,13,Vintage
2021-06-05,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,14,Avid Reader/Simon & Schuster
2021-06-05,HOOD FEMINISM,Mikki Kendall,15,Penguin
2021-06-12,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-06-12,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-06-12,BORN A CRIME,Trevor Noah,3,One World
2021-06-12,JESUS AND JOHN WAYNE,Kristin Kobes Du Mez,4,Liveright
2021-06-12,WHITE FRAGILITY,Robin DiAngelo,5,Beacon
2021-06-12,JUST MERCY,Bryan Stevenson,6,One World
2021-06-12,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage
2021-06-12,SAPIENS,Yuval Noah Harari,8,Harper Perennial
2021-06-12,MY GRANDMOTHER'S HANDS,Resmaa Menakem,9,Central Recovery
2021-06-12,BECOMING,Michelle Obama,10,Crown
2021-06-12,GRIT,Angela Duckworth,11,Scribner
2021-06-12,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,12,Seal
2021-06-12,THE PRICE WE PAY,Marty Makary,13,Bloomsbury
2021-06-12,HIGH ON THE HOG,Jessica B. Harris,14,Bloomsbury
2021-06-12,HOAX,Brian Stelter,15,Atria/One Signal
2021-06-19,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-06-19,BORN A CRIME,Trevor Noah,2,One World
2021-06-19,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-06-19,SAPIENS,Yuval Noah Harari,4,Harper Perennial
2021-06-19,WHITE FRAGILITY,Robin DiAngelo,5,Beacon
2021-06-19,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,6,Avid Reader/Simon & Schuster
2021-06-19,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage
2021-06-19,JUST MERCY,Bryan Stevenson,8,One World
2021-06-19,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-06-19,BECOMING,Michelle Obama,10,Crown
2021-06-19,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-06-19,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,12,Vintage
2021-06-19,THE SPY AND THE TRAITOR,Ben Macintyre,13,Broadway
2021-06-19,THE BODY,Bill Bryson,14,Anchor
2021-06-19,HOOD FEMINISM,Mikki Kendall,15,Penguin
2021-06-26,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-06-26,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-06-26,BORN A CRIME,Trevor Noah,3,One World
2021-06-26,SAPIENS,Yuval Noah Harari,4,Harper Perennial
2021-06-26,WHITE FRAGILITY,Robin DiAngelo,5,Beacon
2021-06-26,JUST MERCY,Bryan Stevenson,6,One World
2021-06-26,THE GLASS CASTLE,Jeannette Walls,7,Scribner
2021-06-26,KILLERS OF THE FLOWER MOON,David Grann,8,Vintage
2021-06-26,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-06-26,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2021-06-26,BECOMING,Michelle Obama,11,Crown
2021-06-26,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,12,Avid Reader/Simon & Schuster
2021-06-26,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery
2021-06-26,GRIT,Angela Duckworth,14,Scribner
2021-06-26,THE OTHER WES MOORE,Wes Moore,15,Spiegel & Grau
2021-07-03,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-07-03,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-07-03,BORN A CRIME,Trevor Noah,3,One World
2021-07-03,WHITE FRAGILITY,Robin DiAngelo,4,Beacon
2021-07-03,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-07-03,JUST MERCY,Bryan Stevenson,6,One World
2021-07-03,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage
2021-07-03,THE BEAUTY IN BREAKING,Michele Harper,8,Riverhead
2021-07-03,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-07-03,THE COLOR OF LAW,Richard Rothstein,10,Liveright
2021-07-03,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-07-03,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery
2021-07-03,THE GLASS CASTLE,Jeannette Walls,13,Scribner
2021-07-03,GRIT,Angela Duckworth,14,Scribner
2021-07-03,BECOMING,Michelle Obama,15,Crown
2021-07-10,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-07-10,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-07-10,BORN A CRIME,Trevor Noah,3,One World
2021-07-10,THE BEAUTY IN BREAKING,Michele Harper,4,Riverhead
2021-07-10,OUTLIERS,Malcolm Gladwell,5,"Back Bay/Little, Brown"
2021-07-10,SAPIENS,Yuval Noah Harari,6,Harper Perennial
2021-07-10,WHITE FRAGILITY,Robin DiAngelo,7,Beacon
2021-07-10,JUST MERCY,Bryan Stevenson,8,One World
2021-07-10,KILLERS OF THE FLOWER MOON,David Grann,9,Vintage
2021-07-10,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2021-07-10,HOW TO CHANGE YOUR MIND,Michael Pollan,11,Penguin
2021-07-10,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,12,Vintage
2021-07-10,BECOMING,Michelle Obama,13,Crown
2021-07-10,HILLBILLY ELEGY,JD Vance,14,Harper
2021-07-10,GRIT,Angela Duckworth,15,Scribner
2021-07-17,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-07-17,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-07-17,BORN A CRIME,Trevor Noah,3,One World
2021-07-17,JUST MERCY,Bryan Stevenson,4,One World
2021-07-17,THE BEAUTY IN BREAKING,Michele Harper,5,Riverhead
2021-07-17,SAPIENS,Yuval Noah Harari,6,Harper Perennial
2021-07-17,OUTLIERS,Malcolm Gladwell,7,"Back Bay/Little, Brown"
2021-07-17,KITCHEN CONFIDENTIAL,Anthony Bourdain,8,Ecco
2021-07-17,WHITE FRAGILITY,Robin DiAngelo,9,Beacon
2021-07-17,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage
2021-07-17,GRIT,Angela Duckworth,11,Scribner
2021-07-17,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2021-07-17,THE SOUL OF AN OCTOPUS,Sy Montgomery,13,Atria
2021-07-17,HOW TO CHANGE YOUR MIND,Michael Pollan,14,Penguin
2021-07-17,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery
2021-07-24,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-07-24,BORN A CRIME,Trevor Noah,2,One World
2021-07-24,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-07-24,KITCHEN CONFIDENTIAL,Anthony Bourdain,4,Ecco
2021-07-24,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-07-24,OUTLIERS,Malcolm Gladwell,6,"Back Bay/Little, Brown"
2021-07-24,JUST MERCY,Bryan Stevenson,7,One World
2021-07-24,THE BEAUTY IN BREAKING,Michele Harper,8,Riverhead
2021-07-24,KILLERS OF THE FLOWER MOON,David Grann,9,Vintage
2021-07-24,WHITE FRAGILITY,Robin DiAngelo,10,Beacon
2021-07-24,JESUS AND JOHN WAYNE,Kristin Kobes Du Mez,11,Liveright
2021-07-24,GRIT,Angela Duckworth,12,Scribner
2021-07-24,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2021-07-24,BECOMING,Michelle Obama,14,Crown
2021-07-24,COUNTDOWN 1945,Chris Wallace with Mitch Weiss,15,Avid Reader/Simon & Schuster
2021-07-31,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-07-31,BORN A CRIME,Trevor Noah,2,One World
2021-07-31,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-07-31,JUST MERCY,Bryan Stevenson,4,One World
2021-07-31,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-07-31,KITCHEN CONFIDENTIAL,Anthony Bourdain,6,Ecco
2021-07-31,OUTLIERS,Malcolm Gladwell,7,"Back Bay/Little, Brown"
2021-07-31,THE BEAUTY IN BREAKING,Michele Harper,8,Riverhead
2021-07-31,THE GLASS CASTLE,Jeannette Walls,9,Scribner
2021-07-31,KILLERS OF THE FLOWER MOON,David Grann,10,Vintage
2021-07-31,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-07-31,WHITE FRAGILITY,Robin DiAngelo,12,Beacon
2021-07-31,GRIT,Angela Duckworth,13,Scribner
2021-07-31,THE COLOR OF LAW,Richard Rothstein,14,Liveright
2021-07-31,JESUS AND JOHN WAYNE,Kristin Kobes Du Mez,15,Liveright
2021-08-07,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-08-07,BORN A CRIME,Trevor Noah,2,One World
2021-08-07,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-08-07,AGENT SONYA,Ben Macintyre,4,Crown
2021-08-07,JUST MERCY,Bryan Stevenson,5,One World
2021-08-07,SAPIENS,Yuval Noah Harari,6,Harper Perennial
2021-08-07,KILLERS OF THE FLOWER MOON,David Grann,7,Vintage
2021-08-07,THE GLASS CASTLE,Jeannette Walls,8,Scribner
2021-08-07,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-08-07,KITCHEN CONFIDENTIAL,Anthony Bourdain,10,Ecco
2021-08-07,NUDGE: THE FINAL EDITION,Richard H. Thaler and Cass R. Sunstein,11,Penguin
2021-08-07,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux"
2021-08-07,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,13,Broadway
2021-08-07,BECOMING,Michelle Obama,14,Crown
2021-08-07,HOOD FEMINISM,Mikki Kendall,15,Penguin
2021-08-14,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-08-14,BORN A CRIME,Trevor Noah,2,One World
2021-08-14,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-08-14,AGENT SONYA,Ben Macintyre,4,Crown
2021-08-14,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-08-14,THE GLASS CASTLE,Jeannette Walls,6,Scribner
2021-08-14,JUST MERCY,Bryan Stevenson,7,One World
2021-08-14,KILLERS OF THE FLOWER MOON,David Grann,8,Vintage
2021-08-14,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-08-14,KITCHEN CONFIDENTIAL,Anthony Bourdain,10,Ecco
2021-08-14,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-08-14,WHITE FRAGILITY,Robin DiAngelo,12,Beacon
2021-08-14,GRIT,Angela Duckworth,13,Scribner
2021-08-14,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,14,Broadway
2021-08-14,THE OTHER WES MOORE,Wes Moore,15,One World
2021-08-21,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-08-21,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-08-21,JUST MERCY,Bryan Stevenson,3,One World
2021-08-21,BORN A CRIME,Trevor Noah,4,One World
2021-08-21,AGENT SONYA,Ben Macintyre,5,Crown
2021-08-21,SAPIENS,Yuval Noah Harari,6,Harper Perennial
2021-08-21,THE GLASS CASTLE,Jeannette Walls,7,Scribner
2021-08-21,OUTLIERS,Malcolm Gladwell,8,"Back Bay/Little, Brown"
2021-08-21,KILLERS OF THE FLOWER MOON,David Grann,9,Vintage
2021-08-21,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2021-08-21,KITCHEN CONFIDENTIAL,Anthony Bourdain,11,Ecco
2021-08-21,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,12,Broadway
2021-08-21,GRIT,Angela Duckworth,13,Scribner
2021-08-21,THE OTHER WES MOORE,Wes Moore,14,One World
2021-08-21,WHITE FRAGILITY,Robin DiAngelo,15,Beacon
2021-08-28,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-08-28,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-08-28,BORN A CRIME,Trevor Noah,3,One World
2021-08-28,JUST MERCY,Bryan Stevenson,4,One World
2021-08-28,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-08-28,AGENT SONYA,Ben Macintyre,6,Crown
2021-08-28,THE GLASS CASTLE,Jeannette Walls,7,Scribner
2021-08-28,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,8,Broadway
2021-08-28,OUTLIERS,Malcolm Gladwell,9,"Back Bay/Little, Brown"
2021-08-28,GRIT,Angela Duckworth,10,Scribner
2021-08-28,KILLERS OF THE FLOWER MOON,David Grann,11,Vintage
2021-08-28,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery
2021-08-28,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2021-08-28,WHITE FRAGILITY,Robin DiAngelo,14,Beacon
2021-08-28,KITCHEN CONFIDENTIAL,Anthony Bourdain,15,Ecco
2021-09-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-09-04,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,2,Harper
2021-09-04,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-09-04,BORN A CRIME,Trevor Noah,4,One World
2021-09-04,SAPIENS,Yuval Noah Harari,5,Harper Perennial
2021-09-04,JUST MERCY,Bryan Stevenson,6,One World
2021-09-04,"THINKING, FAST AND SLOW",Daniel Kahneman,7,"Farrar, Straus & Giroux"
2021-09-04,MY GRANDMOTHER'S HANDS,Resmaa Menakem,8,Central Recovery
2021-09-04,KITCHEN CONFIDENTIAL,Anthony Bourdain,9,Ecco
2021-09-04,THE GLASS CASTLE,Jeannette Walls,10,Scribner
2021-09-04,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,11,Broadway
2021-09-04,THE DEEPEST SOUTH OF ALL,Richard Grant,12,Simon & Schuster
2021-09-04,GRIT,Angela Duckworth,13,Scribner
2021-09-04,AGENT SONYA,Ben Macintyre,14,Crown
2021-09-04,KILLERS OF THE FLOWER MOON,David Grann,15,Vintage
2021-09-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-09-11,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,2,Harper
2021-09-11,BORN A CRIME,Trevor Noah,3,One World
2021-09-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2021-09-11,JUST MERCY,Bryan Stevenson,5,One World
2021-09-11,SAPIENS,Yuval Noah Harari,6,Harper Perennial
2021-09-11,THE BEST OF ME,David Sedaris,7,‎Back Bay/Little Brown
2021-09-11,THE DEEPEST SOUTH OF ALL,Richard Grant,8,Simon & Schuster
2021-09-11,THE GLASS CASTLE,Jeannette Walls,9,Scribner
2021-09-11,KITCHEN CONFIDENTIAL,Anthony Bourdain,10,Ecco
2021-09-11,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-09-11,THE ONLY PLANE IN THE SKY,Garrett M. Graff,12,Avid Reader
2021-09-11,GRIT,Angela Duckworth,13,Scribner
2021-09-11,MY GRANDMOTHER'S HANDS,Resmaa Menakem,14,Central Recovery
2021-09-11,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,Broadway
2021-09-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-09-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-09-18,BORN A CRIME,Trevor Noah,3,One World
2021-09-18,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,4,Harper
2021-09-18,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,5,Harper
2021-09-18,THE BEST OF ME,David Sedaris,6,‎Back Bay/Little Brown
2021-09-18,SAPIENS,Yuval Noah Harari,7,Harper Perennial
2021-09-18,GRIT,Angela Duckworth,8,Scribner
2021-09-18,THE DEEPEST SOUTH OF ALL,Richard Grant,9,Simon & Schuster
2021-09-18,THE ONLY PLANE IN THE SKY,Garrett M. Graff,10,Avid Reader
2021-09-18,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-09-18,JUST MERCY,Bryan Stevenson,12,One World
2021-09-18,KILLERS OF THE FLOWER MOON,David Grann,13,Vintage
2021-09-18,AGENT SONYA,Ben Macintyre,14,Crown
2021-09-18,NUDGE: THE FINAL EDITION,Richard H. Thaler and Cass R. Sunstein,15,Penguin
2021-09-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-09-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,2,Milkweed Editions
2021-09-25,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,3,Harper
2021-09-25,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,4,Harper
2021-09-25,BORN A CRIME,Trevor Noah,5,One World
2021-09-25,REGENERATION,Paul Hawken,6,Penguin
2021-09-25,THE BEST OF ME,David Sedaris,7,‎Back Bay/Little Brown
2021-09-25,SAPIENS,Yuval Noah Harari,8,Harper Perennial
2021-09-25,THE DEEPEST SOUTH OF ALL,Richard Grant,9,Simon & Schuster
2021-09-25,"THINKING, FAST AND SLOW",Daniel Kahneman,10,"Farrar, Straus & Giroux"
2021-09-25,JUST MERCY,Bryan Stevenson,11,One World
2021-09-25,GRIT,Angela Duckworth,12,Scribner
2021-09-25,NUDGE: THE FINAL EDITION,Richard H. Thaler and Cass R. Sunstein,13,Penguin
2021-09-25,AGENT SONYA,Ben Macintyre,14,Crown
2021-09-25,KILLERS OF THE FLOWER MOON,David Grann,15,Vintage
2021-10-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-10-02,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,2,Harper
2021-10-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-10-02,TALKING TO STRANGERS,Malcolm Gladwell,4,Back Bay
2021-10-02,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,5,Harper
2021-10-02,BORN A CRIME,Trevor Noah,6,One World
2021-10-02,SAPIENS,Yuval Noah Harari,7,Harper Perennial
2021-10-02,THE BEST OF ME,David Sedaris,8,‎Back Bay/Little Brown
2021-10-02,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,9,Grand Central
2021-10-02,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,10,Morrow
2021-10-02,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux"
2021-10-02,GRIT,Angela Duckworth,12,Scribner
2021-10-02,MY GRANDMOTHER'S HANDS,Resmaa Menakem,13,Central Recovery
2021-10-02,THE DEEPEST SOUTH OF ALL,Richard Grant,14,Simon & Schuster
2021-10-02,REGENERATION,Paul Hawken,15,Penguin
2021-10-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-10-09,ON TYRANNY,Timothy Snyder,2,Tim Duggan
2021-10-09,TALKING TO STRANGERS,Malcolm Gladwell,3,Back Bay
2021-10-09,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,4,Harper
2021-10-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,5,Milkweed Editions
2021-10-09,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,6,Harper
2021-10-09,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow
2021-10-09,MAID,Stephanie Land,8,Legacy Lit
2021-10-09,BORN A CRIME,Trevor Noah,9,One World
2021-10-09,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,10,Grand Central
2021-10-09,THE BEST OF ME,David Sedaris,11,‎Back Bay/Little Brown
2021-10-09,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2021-10-09,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2021-10-09,JUST MERCY,Bryan Stevenson,14,One World
2021-10-09,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot,15,Broadway
2021-10-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-10-16,TALKING TO STRANGERS,Malcolm Gladwell,2,Back Bay
2021-10-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-10-16,MAID,Stephanie Land,4,Legacy Lit
2021-10-16,ON TYRANNY,Timothy Snyder,5,Tim Duggan
2021-10-16,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,6,Harper
2021-10-16,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,7,Harper
2021-10-16,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,8,Morrow
2021-10-16,SAPIENS,Yuval Noah Harari,9,Harper Perennial
2021-10-16,THE BEST OF ME,David Sedaris,10,Back Bay/Little Brown
2021-10-16,THE LAST DUEL,Eric Jager,11,Crown
2021-10-16,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,12,Grand Central
2021-10-16,BORN A CRIME,Trevor Noah,13,One World
2021-10-16,GRIT,Angela Duckworth,14,Scribner
2021-10-16,JUST MERCY,Bryan Stevenson,15,One World
2021-10-23,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-10-23,MAID,Stephanie Land,2,Legacy Lit
2021-10-23,TALKING TO STRANGERS,Malcolm Gladwell,3,Back Bay
2021-10-23,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2021-10-23,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,5,Harper
2021-10-23,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,6,Morrow
2021-10-23,ON TYRANNY,Timothy Snyder,7,Tim Duggan
2021-10-23,ELEANOR,David Michaelis,8,Simon & Schuster
2021-10-23,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,9,Harper
2021-10-23,THE LAST DUEL,Eric Jager,10,Crown
2021-10-23,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,11,Grand Central
2021-10-23,IT WORKED FOR ME,Colin Powell with Tony Koltz,12,Harper Perennial
2021-10-23,SAPIENS,Yuval Noah Harari,13,Harper Perennial
2021-10-23,BORN A CRIME,Trevor Noah,14,One World
2021-10-23,THE BEST OF ME,David Sedaris,15,Back Bay/Little Brown
2021-10-30,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-10-30,MAID,Stephanie Land,2,Legacy Lit
2021-10-30,TALKING TO STRANGERS,Malcolm Gladwell,3,Back Bay
2021-10-30,BRAIDING SWEETGRASS,Robin Wall Kimmerer,4,Milkweed Editions
2021-10-30,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,5,Harper
2021-10-30,ELEANOR,David Michaelis,6,Simon & Schuster
2021-10-30,THE GREATEST BEER RUN EVER,John “Chick” Donohue and J.T. Molloy,7,Morrow
2021-10-30,THE LAST DAYS OF JOHN LENNON,James Patterson with Casey Sherman and Dave Wedge,8,Grand Central
2021-10-30,THE SISTERS OF AUSCHWITZ,Roxane van Iperen,9,Harper
2021-10-30,THE HOUSE OF GUCCI,Sara G. Forden,10,Custom House
2021-10-30,ON TYRANNY,Timothy Snyder,11,Tim Duggan
2021-10-30,SAPIENS,Yuval Noah Harari,12,Harper Perennial
2021-10-30,"THINKING, FAST AND SLOW",Daniel Kahneman,13,"Farrar, Straus & Giroux"
2021-10-30,THE BEST OF ME,David Sedaris,14,Back Bay/Little Brown
2021-10-30,THE LAST DUEL,Eric Jager,15,Crown
2021-11-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin
2021-11-06,SAPIENS,Yuval Noah Harari,2,Harper Perennial
2021-11-06,BRAIDING SWEETGRASS,Robin Wall Kimmerer,3,Milkweed Editions
2021-11-06,TALKING TO STRANGERS,Malcolm Gladwell,4,Back Bay
2021-11-06,THE HOUSE OF GUCCI,Sara G. Forden,5,Custom House
2021-11-06,MAID,Stephanie Land,6,Legacy Lit
2021-11-06,THE DRESSMAKERS OF AUSCHWITZ,Lucy Adlington,7,Harper
2021-11-06,ELEANOR,David Michaelis,8,Simon & Schuster
2021-11-06,21 LESSONS FOR THE 21ST CENTURY,Yuval Noah Harari,9,Random House
