,Date,Title,Author,Rank,Publisher,Weeks on List,On a Celebrity Reading List,Rating,Awards Count,Publication Season
241,2020-04-11,SAPIENS,Yuval Noah Harari,2,Harper Perennial,100,False,4.35,2.0,Spring
242,2020-04-11,A WOMAN OF NO IMPORTANCE,Sonia Purnell,3,Penguin,2,False,4.15,4.0,Spring
243,2020-04-11,THE FIFTH RISK,Michael Lewis,4,Norton,8,False,4.09,1.0,Fall
244,2020-04-11,"WOW, NO THANK YOU",Samantha Ir,5,Vintage,2,False,3.82,3.0,Spring
245,2020-04-11,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,61,False,4.49,6.0,Fall
246,2020-04-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,7,Penguin,77,False,4.38,0.0,Fall
247,2020-04-11,UNORTHODOX,Deborah Feldman,8,Simon & Schuster,3,False,3.99,1.0,Spring
248,2020-04-11,"THINKING, FAST AND SLOW",Daniel Kahneman,9,"Farrar, Straus & Giroux",245,False,4.18,4.0,Fall
249,2020-04-11,JUST MERCY,Bryan Stevenson,10,Spiegel & Grau,200,False,4.63,8.0,Summer
250,2020-04-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,11,Milkweed Editions,7,False,4.53,2.0,Fall
251,2020-04-11,GRIT,Angela Duckworth,12,Scribner,71,False,4.08,1.0,Fall
252,2020-04-11,SAY NOTHING,Patrick Radden Keefe,13,Anchor,7,False,4.47,7.0,Spring
253,2020-04-11,THE LIBRARY BOOK,Susan Orlean,14,Simon & Schuster,18,True,3.89,4.0,Fall
254,2020-04-11,MIDNIGHT IN CHERNOBYL,Adam Higginbotham,15,Simon & Schuster,7,False,4.37,5.0,Spring
255,2020-04-18,THE GREAT INFLUENZA,John M. Barry,1,Penguin,6,False,3.98,0.0,Fall
256,2020-04-18,BORN A CRIME,Trevor Noah,2,Spiegel & Grau,62,False,4.49,6.0,Fall
257,2020-04-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,3,Penguin,78,False,4.38,0.0,Fall
258,2020-04-18,A WOMAN OF NO IMPORTANCE,Sonia Purnell,4,Penguin,3,False,4.15,4.0,Spring
259,2020-04-18,"WOW, NO THANK YOU",Samantha Ir,5,Vintage,3,False,3.82,3.0,Spring
260,2020-04-18,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,201,False,4.63,8.0,Summer
261,2020-04-18,SAPIENS,Yuval Noah Harari,7,Harper Perennial,101,False,4.35,2.0,Spring
262,2020-04-18,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",246,False,4.18,4.0,Fall
263,2020-04-18,THE FIFTH RISK,Michael Lewis,9,Norton,9,False,4.09,1.0,Fall
264,2020-04-18,OUTLIERS,Malcolm Gladwell,10,"Back Bay/Little, Brown",321,False,4.19,0.0,Fall
265,2020-04-18,UNORTHODOX,Deborah Feldman,11,Simon & Schuster,4,False,3.99,1.0,Spring
266,2020-04-18,GRIT,Angela Duckworth,12,Scribner,72,False,4.08,1.0,Fall
267,2020-04-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions,8,False,4.53,2.0,Fall
268,2020-04-18,SAY NOTHING,Patrick Radden Keefe,14,Anchor,8,False,4.47,7.0,Spring
269,2020-04-18,LEADERSHIP,Doris Kearns Goodwin,15,Simon & Schuster,1,False,4.4,2.0,Fall
270,2020-04-25,THE GREAT INFLUENZA,John M. Barry,1,Penguin,7,False,3.98,0.0,Fall
271,2020-04-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,79,False,4.38,0.0,Fall
272,2020-04-25,BORN A CRIME,Trevor Noah,3,Spiegel & Grau,63,False,4.49,6.0,Fall
273,2020-04-25,SAPIENS,Yuval Noah Harari,4,Harper Perennial,102,False,4.35,2.0,Spring
274,2020-04-25,A WOMAN OF NO IMPORTANCE,Sonia Purnell,5,Penguin,4,False,4.15,4.0,Spring
275,2020-04-25,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,202,False,4.63,8.0,Summer
276,2020-04-25,"WOW, NO THANK YOU",Samantha Ir,7,Vintage,4,False,3.82,3.0,Spring
277,2020-04-25,"THINKING, FAST AND SLOW",Daniel Kahneman,8,"Farrar, Straus & Giroux",247,False,4.18,4.0,Fall
278,2020-04-25,WHITE FRAGILITY,Robin DiAngelo,9,Beacon,86,False,4.17,0.0,Summer
279,2020-04-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,10,Milkweed Editions,9,False,4.53,2.0,Fall
280,2020-04-25,OUTLIERS,Malcolm Gladwell,11,"Back Bay/Little, Brown",322,False,4.19,0.0,Fall
281,2020-04-25,GRIT,Angela Duckworth,12,Scribner,73,False,4.08,1.0,Fall
282,2020-04-25,THE FIFTH RISK,Michael Lewis,13,Norton,10,False,4.09,1.0,Fall
283,2020-04-25,THE SPY AND THE TRAITOR,Ben Macintyre,14,Broadway,6,False,4.51,2.0,Fall
284,2020-04-25,UNORTHODOX,Deborah Feldman,15,Simon & Schuster,5,False,3.99,1.0,Spring
285,2020-05-02,THE GREAT INFLUENZA,John M. Barry,1,Penguin,8,False,3.98,0.0,Fall
286,2020-05-02,A WOMAN OF NO IMPORTANCE,Sonia Purnell,2,Penguin,5,False,4.15,4.0,Spring
287,2020-05-02,SAPIENS,Yuval Noah Harari,3,Harper Perennial,103,False,4.35,2.0,Spring
288,2020-05-02,THE BODY KEEPS THE SCORE,Bessel van der Kolk,4,Penguin,80,False,4.38,0.0,Fall
289,2020-05-02,BORN A CRIME,Trevor Noah,5,Spiegel & Grau,64,False,4.49,6.0,Fall
290,2020-05-02,"WOW, NO THANK YOU",Samantha Ir,6,Vintage,5,False,3.82,3.0,Spring
291,2020-05-02,BRAIDING SWEETGRASS,Robin Wall Kimmerer,7,Milkweed Editions,10,False,4.53,2.0,Fall
292,2020-05-02,SAY NOTHING,Patrick Radden Keefe,8,Anchor,9,False,4.47,7.0,Spring
293,2020-05-02,JUST MERCY,Bryan Stevenson,9,Spiegel & Grau,203,False,4.63,8.0,Summer
294,2020-05-02,UNORTHODOX,Deborah Feldman,10,Simon & Schuster,6,False,3.99,1.0,Spring
295,2020-05-02,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",248,False,4.18,4.0,Fall
296,2020-05-02,WHY WE SLEEP,Matthew Walker,12,Scribner,48,False,4.38,1.0,Fall
297,2020-05-02,OUTLIERS,Malcolm Gladwell,13,"Back Bay/Little, Brown",323,False,4.19,0.0,Fall
298,2020-05-02,KILLERS OF THE FLOWER MOON,David Grann,14,Vintage,76,False,4.14,8.0,Spring
299,2020-05-02,WHITE FRAGILITY,Robin DiAngelo,15,Beacon,87,False,4.17,0.0,Summer
300,2020-05-09,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,81,False,4.38,0.0,Fall
301,2020-05-09,THE GREAT INFLUENZA,John M. Barry,2,Penguin,9,False,3.98,0.0,Fall
302,2020-05-09,A WOMAN OF NO IMPORTANCE,Sonia Purnell,3,Penguin,6,False,4.15,4.0,Spring
303,2020-05-09,JUST MERCY,Bryan Stevenson,4,Spiegel & Grau,204,False,4.63,8.0,Summer
304,2020-05-09,"WOW, NO THANK YOU",Samantha Ir,5,Vintage,6,False,3.82,3.0,Spring
305,2020-05-09,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,65,False,4.49,6.0,Fall
306,2020-05-09,SHOE DOG,Phil Knight,7,Scribner,43,False,4.47,1.0,Fall
307,2020-05-09,SAPIENS,Yuval Noah Harari,8,Harper Perennial,104,False,4.35,2.0,Spring
308,2020-05-09,WHITE FRAGILITY,Robin DiAngelo,9,Beacon,88,False,4.17,0.0,Summer
309,2020-05-09,THE PIONEERS,David McCullough,10,Simon & Schuster,1,False,3.81,2.0,Summer
310,2020-05-09,UNORTHODOX,Deborah Feldman,11,Simon & Schuster,7,False,3.99,1.0,Spring
311,2020-05-09,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",249,False,4.18,4.0,Fall
312,2020-05-09,OUTLIERS,Malcolm Gladwell,13,"Back Bay/Little, Brown",324,False,4.19,0.0,Fall
313,2020-05-09,GRIT,Angela Duckworth,14,Scribner,74,False,4.08,1.0,Fall
314,2020-05-09,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,11,False,4.53,2.0,Fall
315,2020-05-16,THE BODY KEEPS THE SCORE,Bessel van der Kolk,1,Penguin,82,False,4.38,0.0,Fall
316,2020-05-16,THE GREAT INFLUENZA,John M. Barry,2,Penguin,10,False,3.98,0.0,Fall
317,2020-05-16,WHITE FRAGILITY,Robin DiAngelo,3,Beacon,89,False,4.17,0.0,Summer
318,2020-05-16,A WOMAN OF NO IMPORTANCE,Sonia Purnell,4,Penguin,7,False,4.15,4.0,Spring
319,2020-05-16,SAPIENS,Yuval Noah Harari,5,Harper Perennial,105,False,4.35,2.0,Spring
320,2020-05-16,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,66,False,4.49,6.0,Fall
321,2020-05-16,JUST MERCY,Bryan Stevenson,7,Spiegel & Grau,205,False,4.63,8.0,Summer
322,2020-05-16,THE PIONEERS,David McCullough,8,Simon & Schuster,2,False,3.81,2.0,Summer
323,2020-05-16,BRAIDING SWEETGRASS,Robin Wall Kimmerer,9,Milkweed Editions,12,False,4.53,2.0,Fall
324,2020-05-16,UNORTHODOX,Deborah Feldman,10,Simon & Schuster,8,False,3.99,1.0,Spring
325,2020-05-16,GRIT,Angela Duckworth,11,Scribner,75,False,4.08,1.0,Fall
326,2020-05-16,"THINKING, FAST AND SLOW",Daniel Kahneman,12,"Farrar, Straus & Giroux",250,False,4.18,4.0,Fall
327,2020-05-16,THE FIFTH RISK,Michael Lewis,13,Norton,11,False,4.09,1.0,Fall
328,2020-05-16,OUTLIERS,Malcolm Gladwell,14,"Back Bay/Little, Brown",325,False,4.19,0.0,Fall
329,2020-05-16,"WOW, NO THANK YOU",Samantha Ir,15,Vintage,7,False,3.82,3.0,Spring
330,2020-05-23,THE GREAT INFLUENZA,John M. Barry,1,Penguin,11,False,3.98,0.0,Fall
331,2020-05-23,THE BODY KEEPS THE SCORE,Bessel van der Kolk,2,Penguin,83,False,4.38,0.0,Fall
332,2020-05-23,A WOMAN OF NO IMPORTANCE,Sonia Purnell,3,Penguin,8,False,4.15,4.0,Spring
333,2020-05-23,WHITE FRAGILITY,Robin DiAngelo,4,Beacon,90,False,4.17,0.0,Summer
334,2020-05-23,SAPIENS,Yuval Noah Harari,5,Harper Perennial,106,False,4.35,2.0,Spring
335,2020-05-23,BORN A CRIME,Trevor Noah,6,Spiegel & Grau,67,False,4.49,6.0,Fall
336,2020-05-23,JUST MERCY,Bryan Stevenson,7,Spiegel & Grau,206,False,4.63,8.0,Summer
337,2020-05-23,BRAIDING SWEETGRASS,Robin Wall Kimmerer,8,Milkweed Editions,13,False,4.53,2.0,Fall
338,2020-05-23,UNORTHODOX,Deborah Feldman,9,Simon & Schuster,9,False,3.99,1.0,Spring
339,2020-05-23,THE PIONEERS,David McCullough,10,Simon & Schuster,3,False,3.81,2.0,Summer
340,2020-05-23,"THINKING, FAST AND SLOW",Daniel Kahneman,11,"Farrar, Straus & Giroux",251,False,4.18,4.0,Fall
341,2020-05-23,OUTLIERS,Malcolm Gladwell,12,"Back Bay/Little, Brown",326,False,4.19,0.0,Fall
342,2020-05-23,GRIT,Angela Duckworth,13,Scribner,76,False,4.08,1.0,Fall
343,2020-05-23,BEING MORTAL,Atul Gawande,14,Picador,119,False,4.49,3.0,Fall
344,2020-05-23,21 LESSONS FOR THE 21ST CENTURY,Yuval Noah Harari,15,Spiegel & Grau,8,False,4.16,1.0,Spring
345,2020-05-30,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,91,False,4.17,0.0,Summer
346,2020-05-30,THE GREAT INFLUENZA,John M. Barry,2,Penguin,12,False,3.98,0.0,Fall
347,2020-05-30,THE NEW JIM CROW,Michelle Alexander,3,New Press,188,False,4.52,0.0,Spring
348,2020-05-30,THE BODY KEEPS THE SCORE,Bessel van der Kolk,4,Penguin,84,False,4.38,0.0,Fall
349,2020-05-30,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,5,Seal,2,False,4.49,3.0,Fall
350,2020-05-30,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,207,False,4.63,8.0,Summer
351,2020-05-30,A WOMAN OF NO IMPORTANCE,Sonia Purnell,7,Penguin,9,False,4.15,4.0,Spring
352,2020-05-30,UNORTHODOX,Deborah Feldman,8,Simon & Schuster,10,False,3.99,1.0,Spring
353,2020-05-30,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,68,False,4.49,6.0,Fall
354,2020-05-30,SAPIENS,Yuval Noah Harari,10,Harper Perennial,107,False,4.35,2.0,Spring
355,2020-05-30,BRAIDING SWEETGRASS,Robin Wall Kimmerer,11,Milkweed Editions,14,False,4.53,2.0,Fall
356,2020-05-30,GRIT,Angela Duckworth,12,Scribner,77,False,4.08,1.0,Fall
357,2020-05-30,OUTLIERS,Malcolm Gladwell,13,"Back Bay/Little, Brown",327,False,4.19,0.0,Fall
358,2020-05-30,THE COLOR OF LAW,Richard Rothstein,14,Liveright,5,False,4.44,1.0,Summer
359,2020-05-30,"THINKING, FAST AND SLOW",Daniel Kahneman,15,"Farrar, Straus & Giroux",252,False,4.18,4.0,Fall
360,2020-06-06,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal,3,False,4.49,3.0,Fall
361,2020-06-06,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,92,False,4.17,0.0,Summer
362,2020-06-06,THE COLOR OF LAW,Richard Rothstein,3,Liveright,6,False,4.44,1.0,Summer
363,2020-06-06,THE NEW JIM CROW,Michelle Alexander,4,New Press,189,False,4.52,0.0,Spring
364,2020-06-06,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,208,False,4.63,8.0,Summer
365,2020-06-06,STAMPED FROM THE BEGINNING,Ibram X Kendi,6,Bold Type,3,False,4.53,4.0,Summer
366,2020-06-06,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,1,False,4.34,0.0,Spring
367,2020-06-06,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,69,False,4.49,6.0,Fall
368,2020-06-06,RAISING WHITE KIDS,Jennifer Harvey,9,Abingdon,1,False,4.16,0.0,Spring
369,2020-06-06,WHITE RAGE,Carol Anderson,10,Bloomsbury,2,False,4.47,1.0,Summer
370,2020-06-06,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,85,False,4.38,0.0,Fall
371,2020-06-06,WAKING UP WHITE,Deb Irving,12,Elephant Room,1,False,4.03,1.0,Spring
372,2020-06-06,ELOQUENT RAGE,Brittney Cooper,13,Picador,1,False,4.39,1.0,Spring
373,2020-06-06,THE GREAT INFLUENZA,John M. Barry,14,Penguin,13,False,3.98,0.0,Fall
374,2020-06-06,MY GRANDMOTHER'S HANDS,Resmaa Menakem,15,Central Recovery,1,False,4.4,0.0,Summer
375,2020-06-13,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,1,Seal,4,False,4.49,3.0,Fall
376,2020-06-13,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,93,False,4.17,0.0,Summer
377,2020-06-13,STAMPED FROM THE BEGINNING,Ibram X Kendi,3,Bold Type,4,False,4.53,4.0,Summer
378,2020-06-13,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,4,Basic,2,False,4.34,0.0,Spring
379,2020-06-13,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,209,False,4.63,8.0,Summer
380,2020-06-13,THE COLOR OF LAW,Richard Rothstein,6,Liveright,7,False,4.44,1.0,Summer
381,2020-06-13,THE NEW JIM CROW,Michelle Alexander,7,New Press,190,False,4.52,0.0,Spring
382,2020-06-13,WHITE RAGE,Carol Anderson,8,Bloomsbury,3,False,4.47,1.0,Summer
383,2020-06-13,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,70,False,4.49,6.0,Fall
384,2020-06-13,RAISING WHITE KIDS,Jennifer Harvey,10,Abingdon,2,False,4.16,0.0,Spring
385,2020-06-13,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,86,False,4.38,0.0,Fall
386,2020-06-13,WAKING UP WHITE,Deb Irving,12,Elephant Room,2,False,4.03,1.0,Spring
387,2020-06-13,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,1,False,4.28,0.0,Spring
388,2020-06-13,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,14,Bloomsbury,1,False,4.38,4.0,Fall
389,2020-06-13,THE GREAT INFLUENZA,John M. Barry,15,Penguin,14,False,3.98,0.0,Fall
390,2020-06-20,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,94,False,4.17,0.0,Summer
391,2020-06-20,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,5,False,4.49,3.0,Fall
392,2020-06-20,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,3,Basic,3,False,4.34,0.0,Spring
393,2020-06-20,THE COLOR OF LAW,Richard Rothstein,4,Liveright,8,False,4.44,1.0,Summer
394,2020-06-20,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,5,False,4.53,4.0,Summer
395,2020-06-20,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,210,False,4.63,8.0,Summer
396,2020-06-20,THE NEW JIM CROW,Michelle Alexander,7,New Press,191,False,4.52,0.0,Spring
397,2020-06-20,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,71,False,4.49,6.0,Fall
398,2020-06-20,WHITE RAGE,Carol Anderson,9,Bloomsbury,4,False,4.47,1.0,Summer
399,2020-06-20,WAKING UP WHITE,Deb Irving,10,Elephant Room,3,False,4.03,1.0,Spring
400,2020-06-20,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,87,False,4.38,0.0,Fall
401,2020-06-20,WHY I'M NO LONGER TALKING TO WHITE PEOPLE ABOUT RACE,Reni Eddo-Lodge,12,Bloomsbury,2,False,4.38,4.0,Fall
402,2020-06-20,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,2,False,4.28,0.0,Spring
403,2020-06-20,"WOW, NO THANK YOU",Samantha Ir,14,Vintage,8,False,3.82,3.0,Spring
404,2020-06-20,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,15,Vintage,26,False,4.47,8.0,Fall
405,2020-06-27,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,95,False,4.17,0.0,Summer
406,2020-06-27,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type,6,False,4.53,4.0,Summer
407,2020-06-27,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,6,False,4.49,3.0,Fall
408,2020-06-27,THE COLOR OF LAW,Richard Rothstein,4,Liveright,9,False,4.44,1.0,Summer
409,2020-06-27,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,211,False,4.63,8.0,Summer
410,2020-06-27,THE NEW JIM CROW,Michelle Alexander,6,New Press,192,False,4.52,0.0,Spring
411,2020-06-27,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,4,False,4.34,0.0,Spring
412,2020-06-27,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,27,False,4.47,8.0,Fall
413,2020-06-27,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,72,False,4.49,6.0,Fall
414,2020-06-27,WHITE RAGE,Carol Anderson,10,Bloomsbury,5,False,4.47,1.0,Summer
415,2020-06-27,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,88,False,4.38,0.0,Fall
416,2020-06-27,MY GRANDMOTHER'S HANDS,Resmaa Menakem,12,Central Recovery,2,False,4.4,0.0,Summer
417,2020-06-27,THE COLOR OF COMPROMISE,Jemar Tis,13,Zondervan Reflective,3,False,4.28,0.0,Spring
418,2020-06-27,SAPIENS,Yuval Noah Harari,14,Harper Perennial,108,False,4.35,2.0,Spring
419,2020-06-27,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,15,False,4.53,2.0,Fall
420,2020-07-04,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,96,False,4.17,0.0,Summer
421,2020-07-04,STAMPED FROM THE BEGINNING,Ibram X Kendi,2,Bold Type,7,False,4.53,4.0,Summer
422,2020-07-04,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,7,False,4.49,3.0,Fall
423,2020-07-04,THE COLOR OF LAW,Richard Rothstein,4,Liveright,10,False,4.44,1.0,Summer
424,2020-07-04,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,212,False,4.63,8.0,Summer
425,2020-07-04,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,6,Basic,5,False,4.34,0.0,Spring
426,2020-07-04,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,7,Vintage,28,False,4.47,8.0,Fall
427,2020-07-04,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,73,False,4.49,6.0,Fall
428,2020-07-04,THE NEW JIM CROW,Michelle Alexander,9,New Press,193,False,4.52,0.0,Spring
429,2020-07-04,THE BODY KEEPS THE SCORE,Bessel van der Kolk,10,Penguin,89,False,4.38,0.0,Fall
430,2020-07-04,I'LL BE GONE IN THE DARK,Michelle McNamara,11,Harper Perennial,13,False,4.12,4.0,Spring
431,2020-07-04,WHITE RAGE,Carol Anderson,12,Bloomsbury,6,False,4.47,1.0,Summer
432,2020-07-04,SAPIENS,Yuval Noah Harari,13,Harper Perennial,109,False,4.35,2.0,Spring
433,2020-07-04,THE GREAT INFLUENZA,John M. Barry,14,Penguin,15,False,3.98,0.0,Fall
434,2020-07-04,THE COLOR OF COMPROMISE,Jemar Tis,15,Zondervan Reflective,4,False,4.28,0.0,Spring
435,2020-07-11,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,97,False,4.17,0.0,Summer
436,2020-07-11,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,8,False,4.49,3.0,Fall
437,2020-07-11,THE COLOR OF LAW,Richard Rothstein,3,Liveright,11,False,4.44,1.0,Summer
438,2020-07-11,STAMPED FROM THE BEGINNING,Ibram X Kendi,4,Bold Type,8,False,4.53,4.0,Summer
439,2020-07-11,ALEXANDER HAMILTON,Ron Chernow,5,Penguin,110,False,4.22,2.0,Spring
440,2020-07-11,JUST MERCY,Bryan Stevenson,6,Spiegel & Grau,213,False,4.63,8.0,Summer
441,2020-07-11,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,7,Basic,6,False,4.34,0.0,Spring
442,2020-07-11,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,8,Vintage,29,False,4.47,8.0,Fall
443,2020-07-11,BORN A CRIME,Trevor Noah,9,Spiegel & Grau,74,False,4.49,6.0,Fall
444,2020-07-11,THE NEW JIM CROW,Michelle Alexander,10,New Press,194,False,4.52,0.0,Spring
445,2020-07-11,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,90,False,4.38,0.0,Fall
446,2020-07-11,THE YELLOW HOUSE,Sarah M Broom,12,Grove,1,False,3.9,4.0,Summer
447,2020-07-11,BRAIDING SWEETGRASS,Robin Wall Kimmerer,13,Milkweed Editions,16,False,4.53,2.0,Fall
448,2020-07-11,SAPIENS,Yuval Noah Harari,14,Harper Perennial,110,False,4.35,2.0,Spring
449,2020-07-11,I'LL BE GONE IN THE DARK,Michelle McNamara,15,Harper Perennial,14,False,4.12,4.0,Spring
450,2020-07-18,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,98,False,4.17,0.0,Summer
451,2020-07-18,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,2,Seal,9,False,4.49,3.0,Fall
452,2020-07-18,THE COLOR OF LAW,Richard Rothstein,3,Liveright,12,False,4.44,1.0,Summer
453,2020-07-18,ALEXANDER HAMILTON,Ron Chernow,4,Penguin,111,False,4.22,2.0,Spring
454,2020-07-18,JUST MERCY,Bryan Stevenson,5,Spiegel & Grau,214,False,4.63,8.0,Summer
455,2020-07-18,THE NEW JIM CROW,Michelle Alexander,6,New Press,195,False,4.52,0.0,Spring
456,2020-07-18,STAMPED FROM THE BEGINNING,Ibram X Kendi,7,Bold Type,9,False,4.53,4.0,Summer
457,2020-07-18,BORN A CRIME,Trevor Noah,8,Spiegel & Grau,75,False,4.49,6.0,Fall
458,2020-07-18,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,9,Vintage,30,False,4.47,8.0,Fall
459,2020-07-18,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,10,Basic,7,False,4.34,0.0,Spring
460,2020-07-18,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,91,False,4.38,0.0,Fall
461,2020-07-18,I'LL BE GONE IN THE DARK,Michelle McNamara,12,Harper Perennial,15,False,4.12,4.0,Spring
462,2020-07-18,THE GREAT INFLUENZA,John M. Barry,13,Penguin,16,False,3.98,0.0,Fall
463,2020-07-18,BRAIDING SWEETGRASS,Robin Wall Kimmerer,14,Milkweed Editions,17,False,4.53,2.0,Fall
464,2020-07-18,SAPIENS,Yuval Noah Harari,15,Harper Perennial,111,False,4.35,2.0,Spring
465,2020-07-25,WHITE FRAGILITY,Robin DiAngelo,1,Beacon,99,False,4.17,0.0,Summer
466,2020-07-25,ON TYRANNY,Timothy Snyder,2,Tim Duggan,66,False,4.2,1.0,Spring
467,2020-07-25,SO YOU WANT TO TALK ABOUT RACE,Ijeoma Oluo,3,Seal,10,False,4.49,3.0,Fall
468,2020-07-25,WALKING WITH THE WIND,John Lewis and Michael D'Orso,4,Simon & Schuster,1,False,4.6,2.0,Spring
469,2020-07-25,STAMPED FROM THE BEGINNING,Ibram X Kendi,5,Bold Type,10,False,4.53,4.0,Summer
470,2020-07-25,JUST MERCY,Bryan Stevenson,6,One World,215,False,4.63,8.0,Summer
471,2020-07-25,THE COLOR OF LAW,Richard Rothstein,7,Liveright,13,False,4.44,1.0,Summer
472,2020-07-25,ALEXANDER HAMILTON,Ron Chernow,8,Penguin,112,False,4.22,2.0,Spring
473,2020-07-25,THE NEW JIM CROW,Michelle Alexander,9,New Press,196,False,4.52,0.0,Spring
474,2020-07-25,BORN A CRIME,Trevor Noah,10,One World,76,False,4.49,6.0,Fall
475,2020-07-25,THE BODY KEEPS THE SCORE,Bessel van der Kolk,11,Penguin,92,False,4.38,0.0,Fall
476,2020-07-25,WHY ARE ALL THE BLACK KIDS SITTING TOGETHER IN THE CAFETERIA?,Beverly Daniel Tatum,12,Basic,8,False,4.34,0.0,Spring
477,2020-07-25,I'LL BE GONE IN THE DARK,Michelle McNamara,13,Harper Perennial,16,False,4.12,4.0,Spring
478,2020-07-25,THE WARMTH OF OTHER SUNS,Isabel Wilkerson,14,Vintage,31,False,4.47,8.0,Fall
479,2020-07-25,BRAIDING SWEETGRASS,Robin Wall Kimmerer,15,Milkweed Editions,18,False,4.53,2.0,Fall
480,2020-08-01,ON TYRANNY,Timothy Snyder,1,Tim Duggan,67,False,4.2,1.0,Spring
481,2020-08-01,WHITE FRAGILITY,Robin DiAngelo,2,Beacon,100,False,4.17,0.0,Summer
